age,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,mental_health_risk_score,sleep_quality,digital_wellbeing_flag,total_screen_exposure,sleep_efficiency,high_social_media_usage,active_lifestyle,risk_category,sleep_quality_encoded,gender_male
18,4.2,6.5,1.4,2.91,1.5,low,5,6,4,15,Fair,Moderate,5.6,2.7083333333333335,0,1,medium,1,True
13,4.4,5.5,2.7,3.17,0.3,low,5,1,5,11,Poor,Moderate,7.1000000000000005,1.4864864864864864,0,0,low,0,False
13,1.4,7.8,0.6,3.42,1.6,medium,10,4,6,20,Fair,Healthy,2.0,4.875,0,1,medium,1,False
17,3.7,7.2,0.6,3.34,1.8,high,2,6,2,10,Fair,Healthy,4.3,4.5,0,1,low,1,True
14,3.8,8.9,1.9,2.77,0.2,medium,6,2,2,10,Good,Healthy,5.699999999999999,3.0689655172413794,0,0,low,2,True
15,5.4,7.0,1.8,2.54,0.1,low,1,4,4,9,Fair,Moderate,7.2,2.5,1,0,low,1,False
17,4.0,4.3,1.8,2.17,0.9,high,8,8,3,19,Poor,Moderate,5.8,1.5357142857142858,0,0,medium,0,True
19,3.5,5.8,1.8,3.3,0.9,low,7,6,9,22,Poor,Healthy,5.3,2.0714285714285716,0,0,high,0,True
17,1.3,8.3,1.0,3.95,1.2,medium,4,1,1,6,Good,Healthy,2.3,4.15,0,1,low,2,True
14,5.6,8.8,0.9,3.03,2.0,low,8,10,3,21,Good,Moderate,6.5,4.631578947368421,1,1,high,2,True
13,2.4,5.5,0.6,3.56,1.6,medium,4,8,7,19,Poor,Healthy,3.0,3.4375,0,1,medium,0,False
16,2.0,7.8,2.8,2.1,0.6,medium,2,6,8,16,Fair,Moderate,4.8,2.0526315789473686,0,0,medium,1,True
15,6.6,8.6,1.5,2.63,1.1,low,1,9,9,19,Good,Moderate,8.1,3.44,1,1,medium,2,True
17,2.3,6.4,2.4,3.61,0.6,medium,2,1,1,4,Fair,Moderate,4.699999999999999,1.8823529411764708,0,0,low,1,False
16,6.4,5.4,1.4,2.42,1.9,medium,4,9,5,18,Poor,Moderate,7.800000000000001,2.2500000000000004,1,1,medium,0,True
18,3.5,5.9,1.3,3.68,2.0,medium,7,4,10,21,Poor,Healthy,4.8,2.565217391304348,0,1,high,0,False
18,1.7,8.5,1.0,3.32,1.3,medium,1,1,7,9,Good,Healthy,2.7,4.25,0,1,low,2,False
14,4.1,8.2,1.7,2.32,1.4,high,9,2,4,15,Good,Moderate,5.8,3.0370370370370368,0,1,medium,2,True
14,3.3,6.5,0.8,2.54,0.8,low,1,2,3,6,Fair,Healthy,4.1,3.611111111111111,0,0,low,1,True
14,5.0,4.9,2.6,3.82,1.9,medium,3,10,10,23,Poor,Moderate,7.6,1.3611111111111112,0,1,high,0,False
19,1.5,8.4,3.0,2.46,1.5,high,1,7,6,14,Good,Moderate,4.5,2.1,0,1,medium,2,False
17,3.3,8.4,2.1,3.4,0.2,high,1,3,10,14,Good,Moderate,5.4,2.709677419354839,0,0,medium,2,False
13,6.4,4.1,1.3,2.77,1.3,low,10,6,1,17,Poor,Moderate,7.7,1.7826086956521738,1,1,medium,0,True
17,8.0,8.1,1.2,2.13,1.0,low,1,8,7,16,Good,Moderate,9.2,3.681818181818181,1,1,medium,2,False
16,1.0,4.1,1.3,2.22,0.4,low,2,1,8,11,Poor,Healthy,2.3,1.7826086956521738,0,0,low,0,False
18,4.2,5.4,1.1,2.31,0.3,low,4,9,1,14,Poor,Moderate,5.300000000000001,2.5714285714285716,0,0,medium,0,False
18,4.6,7.3,2.8,3.22,0.6,high,1,3,6,10,Fair,Moderate,7.3999999999999995,1.9210526315789473,0,0,low,1,False
17,2.8,6.2,2.4,2.58,0.4,high,4,10,9,23,Fair,Moderate,5.199999999999999,1.823529411764706,0,0,high,1,False
16,6.3,6.9,1.3,2.15,1.4,low,9,2,10,21,Fair,Moderate,7.6,3.0000000000000004,1,1,high,1,False
17,7.2,7.0,1.3,3.86,0.9,low,7,8,4,19,Fair,Moderate,8.5,3.0434782608695654,1,0,medium,1,False
13,4.5,6.7,2.2,3.73,0.3,low,3,5,10,18,Fair,Moderate,6.7,2.09375,0,0,medium,1,True
18,5.3,5.1,1.2,3.32,1.8,low,7,3,8,18,Poor,Moderate,6.5,2.318181818181818,1,1,medium,0,True
13,5.2,6.7,2.5,3.82,0.9,medium,8,8,6,22,Fair,Moderate,7.7,1.9142857142857144,1,0,high,1,True
13,7.9,6.0,2.7,2.85,0.3,low,9,10,3,22,Fair,At Risk,10.600000000000001,1.6216216216216215,1,0,high,1,True
19,6.9,8.5,1.5,3.55,1.3,low,5,6,1,12,Good,Moderate,8.4,3.4,1,1,low,2,True
17,5.8,4.1,2.9,2.33,0.4,high,9,6,8,23,Poor,Moderate,8.7,1.0512820512820513,1,0,high,0,False
19,7.0,8.3,2.1,3.09,1.5,low,9,7,3,19,Good,At Risk,9.1,2.67741935483871,1,1,medium,2,True
14,3.0,8.3,2.7,3.9,0.7,high,3,1,5,9,Good,Moderate,5.7,2.2432432432432434,0,0,low,2,False
18,6.3,7.9,1.7,2.85,0.3,medium,1,1,2,4,Fair,Moderate,8.0,2.925925925925926,1,0,low,1,True
17,5.5,4.9,2.6,3.64,0.8,medium,6,8,3,17,Poor,Moderate,8.1,1.3611111111111112,1,0,medium,0,False
17,2.2,7.5,2.2,2.95,1.6,low,9,7,4,20,Fair,Moderate,4.4,2.34375,0,1,medium,1,False
14,1.4,4.5,1.4,3.17,1.7,high,9,10,9,28,Poor,Healthy,2.8,1.875,0,1,high,0,True
18,4.5,4.4,1.9,2.26,0.0,low,7,8,10,25,Poor,Moderate,6.4,1.517241379310345,0,0,high,0,True
14,6.1,5.7,2.0,3.9,1.0,low,8,4,6,18,Poor,At Risk,8.1,1.9000000000000001,1,1,medium,0,False
17,3.3,5.7,2.0,3.71,0.1,low,6,6,8,20,Poor,Moderate,5.3,1.9000000000000001,0,0,medium,0,True
15,5.2,5.6,1.1,2.88,0.1,medium,4,8,7,19,Poor,Moderate,6.300000000000001,2.6666666666666665,1,0,medium,0,True
18,5.0,5.8,1.3,2.12,0.1,low,1,9,2,12,Poor,Moderate,6.3,2.5217391304347827,0,0,low,0,True
17,1.8,5.9,1.9,2.89,0.6,low,8,8,5,21,Poor,Healthy,3.7,2.03448275862069,0,0,high,0,False
13,2.3,4.5,0.7,2.71,0.2,low,6,3,7,16,Poor,Healthy,3.0,2.6470588235294117,0,0,medium,0,True
14,2.7,6.3,0.6,3.88,0.3,medium,6,6,6,18,Fair,Healthy,3.3000000000000003,3.9374999999999996,0,0,medium,1,True
16,7.4,7.5,1.7,3.16,1.8,medium,2,3,2,7,Fair,Moderate,9.1,2.7777777777777777,1,1,low,1,True
15,6.2,4.6,1.1,2.94,1.8,high,4,2,3,9,Poor,Moderate,7.300000000000001,2.1904761904761902,1,1,low,0,True
16,2.3,8.8,1.0,2.51,2.0,medium,6,10,10,26,Good,Healthy,3.3,4.4,0,1,high,2,True
18,1.8,5.2,1.4,2.68,0.1,high,6,2,10,18,Poor,Healthy,3.2,2.166666666666667,0,0,medium,0,True
16,1.3,4.9,2.6,2.89,0.2,low,2,5,2,9,Poor,Moderate,3.9000000000000004,1.3611111111111112,0,0,low,0,False
15,2.1,4.4,2.1,3.43,1.9,low,6,6,7,19,Poor,Moderate,4.2,1.4193548387096775,0,1,medium,0,True
14,3.9,7.7,1.4,2.86,1.7,high,3,5,1,9,Fair,Healthy,5.3,3.2083333333333335,0,1,low,1,True
18,3.8,4.5,1.3,3.06,0.3,medium,7,8,1,16,Poor,Healthy,5.1,1.956521739130435,0,0,medium,0,False
15,6.4,7.8,0.7,2.6,0.7,high,4,4,2,10,Fair,Moderate,7.1000000000000005,4.588235294117647,1,0,low,1,True
19,3.2,6.2,2.6,3.72,1.9,high,9,5,7,21,Fair,Moderate,5.800000000000001,1.7222222222222223,0,1,high,1,True
13,4.4,8.2,1.5,3.98,1.4,high,9,6,6,21,Good,Moderate,5.9,3.28,0,1,high,2,True
15,1.3,7.5,1.3,2.99,1.4,low,1,5,2,8,Fair,Healthy,2.6,3.2608695652173916,0,1,low,1,True
18,5.7,6.2,0.5,3.98,1.7,medium,7,6,3,16,Fair,Moderate,6.2,4.133333333333334,1,1,medium,1,False
13,4.0,5.0,2.9,3.84,0.1,low,7,8,10,25,Poor,Moderate,6.9,1.2820512820512822,0,0,high,0,True
16,4.8,6.7,1.4,2.44,0.3,low,1,3,1,5,Fair,Moderate,6.199999999999999,2.791666666666667,0,0,low,1,False
19,5.8,7.5,1.9,2.08,0.1,high,2,1,3,6,Fair,Moderate,7.699999999999999,2.586206896551724,1,0,low,1,True
16,5.8,8.9,1.1,2.08,1.9,medium,8,5,9,22,Good,Moderate,6.9,4.238095238095238,1,1,high,2,True
13,3.2,5.1,1.6,2.87,1.8,medium,4,9,8,21,Poor,Healthy,4.800000000000001,1.9615384615384612,0,1,high,0,True
16,5.2,4.0,2.4,2.35,1.6,low,10,5,2,17,Poor,Moderate,7.6,1.1764705882352942,1,1,medium,0,False
17,2.4,6.0,0.7,3.67,1.5,low,7,9,2,18,Fair,Healthy,3.0999999999999996,3.5294117647058822,0,1,medium,1,True
15,7.4,5.9,2.6,2.89,1.9,medium,7,3,8,18,Poor,At Risk,10.0,1.6388888888888888,1,1,medium,0,True
18,7.1,4.8,2.1,2.51,0.9,high,1,1,10,12,Poor,At Risk,9.2,1.5483870967741935,1,0,low,0,False
16,6.5,7.4,1.9,2.22,1.1,medium,10,10,2,22,Fair,Moderate,8.4,2.5517241379310347,1,1,high,1,True
13,7.4,7.0,1.8,2.17,1.4,medium,9,10,5,24,Fair,Moderate,9.200000000000001,2.5,1,1,high,1,True
15,3.9,6.4,1.7,2.87,1.8,high,6,6,6,18,Fair,Healthy,5.6,2.3703703703703702,0,1,medium,1,False
15,4.6,8.6,2.0,3.01,0.0,low,1,8,3,12,Good,Moderate,6.6,2.8666666666666667,0,0,low,2,False
19,1.5,6.7,1.0,3.9,0.4,low,4,3,3,10,Fair,Healthy,2.5,3.35,0,0,low,1,True
15,5.8,7.1,1.1,3.72,1.5,low,9,6,6,21,Fair,Moderate,6.9,3.3809523809523805,1,1,high,1,False
17,6.4,4.9,2.1,2.78,1.0,high,2,2,6,10,Poor,At Risk,8.5,1.5806451612903227,1,1,low,0,False
16,2.1,8.2,2.4,3.25,0.1,high,1,1,8,10,Good,Moderate,4.5,2.411764705882353,0,0,low,2,False
17,2.2,6.5,3.0,2.49,0.2,medium,5,8,4,17,Fair,Moderate,5.2,1.625,0,0,medium,1,False
14,5.5,7.4,2.9,3.54,1.1,high,8,4,10,22,Fair,Moderate,8.4,1.8974358974358976,1,1,high,1,True
17,6.6,7.4,2.2,2.63,0.6,high,7,4,9,20,Fair,At Risk,8.8,2.3125,1,0,medium,1,False
19,5.2,6.6,1.6,2.36,1.4,low,2,6,10,18,Fair,Moderate,6.800000000000001,2.5384615384615383,1,1,medium,1,False
17,4.7,5.1,2.0,2.35,1.8,low,8,9,1,18,Poor,Moderate,6.7,1.7,0,1,medium,0,True
19,7.1,6.3,2.2,3.88,0.8,high,10,4,9,23,Fair,At Risk,9.3,1.9687499999999998,1,0,high,1,False
19,4.2,8.1,1.4,2.66,1.9,low,9,4,2,15,Good,Moderate,5.6,3.375,0,1,medium,2,False
17,1.3,5.1,2.2,3.44,0.6,high,7,8,6,21,Poor,Moderate,3.5,1.5937499999999998,0,0,high,0,False
18,2.6,7.8,1.9,3.15,0.4,medium,8,3,2,13,Fair,Healthy,4.5,2.689655172413793,0,0,low,1,True
15,6.2,8.1,2.3,3.46,1.3,low,5,4,9,18,Good,At Risk,8.5,2.4545454545454546,1,1,medium,2,True
14,6.2,5.1,1.5,3.85,0.2,high,3,4,10,17,Poor,Moderate,7.7,2.04,1,0,medium,0,False
18,4.8,8.5,2.8,3.77,1.3,low,5,4,3,12,Good,Moderate,7.6,2.236842105263158,0,1,low,2,True
18,3.0,4.6,2.0,2.24,1.5,medium,10,2,5,17,Poor,Moderate,5.0,1.5333333333333332,0,1,medium,0,False
16,4.7,8.2,2.7,3.04,0.3,high,1,3,4,8,Good,Moderate,7.4,2.216216216216216,0,0,low,2,True
18,4.4,5.1,1.4,2.33,0.6,low,2,7,4,13,Poor,Moderate,5.800000000000001,2.125,0,0,low,0,False
14,2.3,7.3,2.3,2.8,1.5,medium,4,6,5,15,Fair,Moderate,4.6,2.2121212121212124,0,1,medium,1,False
14,3.1,6.9,1.9,2.2,1.2,medium,3,4,2,9,Fair,Healthy,5.0,2.3793103448275863,0,1,low,1,False
18,2.9,7.5,0.6,2.25,1.0,high,4,7,4,15,Fair,Healthy,3.5,4.6875,0,1,medium,1,True
13,1.8,4.4,0.6,3.48,1.7,medium,3,1,10,14,Poor,Healthy,2.4,2.75,0,1,medium,0,True
15,2.0,4.7,1.3,3.55,1.3,low,2,6,5,13,Poor,Healthy,3.3,2.0434782608695654,0,1,low,0,False
13,4.2,7.9,2.7,3.76,0.1,medium,10,7,2,19,Fair,Moderate,6.9,2.135135135135135,0,0,medium,1,False
17,6.7,7.9,1.4,3.91,0.4,high,3,3,1,7,Fair,Moderate,8.1,3.291666666666667,1,0,low,1,False
17,2.2,7.2,0.5,2.38,1.2,medium,10,4,8,22,Fair,Healthy,2.7,4.8,0,1,high,1,False
17,1.1,6.8,0.6,2.28,1.6,medium,9,3,7,19,Fair,Healthy,1.7000000000000002,4.25,0,1,medium,1,False
16,6.4,5.9,2.8,3.81,1.3,high,1,3,7,11,Poor,At Risk,9.2,1.5526315789473686,1,1,low,0,False
19,2.8,5.9,1.5,2.85,0.6,high,10,9,4,23,Poor,Healthy,4.3,2.3600000000000003,0,0,high,0,False
13,2.2,5.8,2.0,3.63,1.9,low,4,4,10,18,Poor,Moderate,4.2,1.9333333333333333,0,1,medium,0,True
19,5.7,4.8,2.2,3.66,0.9,low,3,7,5,15,Poor,Moderate,7.9,1.4999999999999998,1,0,medium,0,True
15,5.3,7.3,1.9,2.51,1.4,high,10,4,2,16,Fair,Moderate,7.199999999999999,2.5172413793103448,1,1,medium,1,True
14,3.1,8.8,1.5,3.91,0.6,medium,4,9,6,19,Good,Healthy,4.6,3.5200000000000005,0,0,medium,2,True
16,1.7,4.9,0.6,3.38,1.1,medium,10,4,6,20,Poor,Healthy,2.3,3.0625,0,1,medium,0,True
19,6.7,7.3,2.8,2.26,1.4,high,7,6,8,21,Fair,At Risk,9.5,1.9210526315789473,1,1,high,1,False
13,7.8,7.4,1.7,2.76,1.1,low,10,1,4,15,Fair,Moderate,9.5,2.7407407407407405,1,1,medium,1,False
18,2.1,6.7,0.9,3.73,0.7,low,3,5,7,15,Fair,Healthy,3.0,3.5263157894736845,0,0,medium,1,False
17,5.1,8.6,1.9,3.33,1.1,low,1,7,8,16,Good,Moderate,7.0,2.9655172413793105,1,1,medium,2,False
18,3.6,5.4,0.9,3.45,0.5,medium,1,10,2,13,Poor,Healthy,4.5,2.842105263157895,0,0,low,0,False
18,5.0,7.6,2.0,3.94,0.5,low,4,3,3,10,Fair,Moderate,7.0,2.533333333333333,0,0,low,1,True
17,1.7,8.6,0.9,2.36,1.7,low,9,1,3,13,Good,Healthy,2.6,4.526315789473684,0,1,low,2,True
17,6.8,4.7,0.6,3.4,0.9,low,3,9,7,19,Poor,Moderate,7.3999999999999995,2.9375,1,0,medium,0,True
14,3.8,7.5,0.5,2.18,1.0,medium,5,2,2,9,Fair,Healthy,4.3,5.0,0,1,low,1,True
16,2.1,7.7,1.1,2.27,1.1,medium,3,2,4,9,Fair,Healthy,3.2,3.6666666666666665,0,1,low,1,True
15,3.2,4.0,2.0,3.25,0.7,low,8,4,8,20,Poor,Moderate,5.2,1.3333333333333333,0,0,medium,0,False
18,1.9,5.6,2.3,2.8,1.9,medium,8,1,8,17,Poor,Moderate,4.199999999999999,1.696969696969697,0,1,medium,0,True
13,3.5,6.8,1.5,2.35,1.8,medium,7,3,2,12,Fair,Healthy,5.0,2.7199999999999998,0,1,low,1,False
15,4.5,7.7,0.9,2.61,1.1,medium,9,10,4,23,Fair,Moderate,5.4,4.052631578947369,0,1,high,1,False
13,6.0,5.0,2.5,2.55,1.8,high,4,9,2,15,Poor,At Risk,8.5,1.4285714285714286,1,1,medium,0,False
13,3.6,4.8,2.2,3.58,1.2,medium,4,4,7,15,Poor,Moderate,5.800000000000001,1.4999999999999998,0,1,medium,0,False
19,5.2,6.9,2.3,2.09,0.2,high,6,4,8,18,Fair,Moderate,7.5,2.0909090909090913,1,0,medium,1,True
13,2.7,6.9,1.4,2.87,1.5,low,2,6,3,11,Fair,Healthy,4.1,2.8750000000000004,0,1,low,1,True
16,2.8,7.1,1.4,3.85,0.4,high,7,9,8,24,Fair,Healthy,4.199999999999999,2.9583333333333335,0,0,high,1,False
14,5.6,7.0,1.9,2.58,0.4,low,5,7,3,15,Fair,Moderate,7.5,2.413793103448276,1,0,medium,1,True
16,2.7,7.2,0.6,3.98,1.7,low,6,1,5,12,Fair,Healthy,3.3000000000000003,4.5,0,1,low,1,True
14,4.2,7.0,1.1,2.12,0.9,high,4,8,1,13,Fair,Moderate,5.300000000000001,3.333333333333333,0,0,low,1,True
18,5.1,8.2,2.8,2.18,0.5,high,8,8,8,24,Good,Moderate,7.8999999999999995,2.1578947368421053,1,0,high,2,False
15,5.7,6.1,0.7,3.08,0.6,medium,5,9,7,21,Fair,Moderate,6.4,3.5882352941176467,1,0,high,1,False
13,1.5,7.9,1.8,2.85,1.1,medium,5,7,1,13,Fair,Healthy,3.3,2.8214285714285716,0,1,low,1,False
15,6.9,8.3,2.4,3.34,1.2,high,2,4,9,15,Good,At Risk,9.3,2.4411764705882355,1,1,medium,2,False
14,4.7,7.9,2.9,2.54,0.7,high,5,8,7,20,Fair,Moderate,7.6,2.025641025641026,0,0,medium,1,True
15,2.7,8.5,0.8,2.91,1.3,low,6,3,1,10,Good,Healthy,3.5,4.722222222222222,0,1,low,2,False
13,6.1,6.4,2.8,2.51,1.9,low,6,1,9,16,Fair,At Risk,8.899999999999999,1.6842105263157896,1,1,medium,1,False
17,5.0,7.3,1.9,3.83,0.4,high,8,9,9,26,Fair,Moderate,6.9,2.5172413793103448,0,0,high,1,False
17,5.3,6.8,1.9,3.39,1.6,low,10,6,8,24,Fair,Moderate,7.199999999999999,2.3448275862068964,1,1,high,1,False
19,7.2,6.6,2.9,2.74,0.3,medium,1,10,9,20,Fair,At Risk,10.1,1.6923076923076923,1,0,medium,1,True
15,2.3,5.7,2.8,2.79,1.9,medium,4,1,4,9,Poor,Moderate,5.1,1.5000000000000002,0,1,low,0,True
17,7.3,7.8,1.1,2.03,1.1,low,3,10,6,19,Fair,Moderate,8.4,3.714285714285714,1,1,medium,1,False
16,1.5,8.0,0.7,2.18,0.6,medium,4,7,5,16,Good,Healthy,2.2,4.705882352941177,0,0,medium,2,False
18,2.2,6.5,1.9,3.79,0.2,low,1,6,2,9,Fair,Healthy,4.1,2.241379310344828,0,0,low,1,False
13,5.5,6.7,1.6,3.09,1.7,high,10,1,6,17,Fair,Moderate,7.1,2.576923076923077,1,1,medium,1,False
19,2.1,5.2,2.5,3.1,0.3,low,9,9,3,21,Poor,Moderate,4.6,1.4857142857142858,0,0,high,0,True
15,4.5,5.4,1.2,3.76,1.7,high,1,8,7,16,Poor,Moderate,5.7,2.4545454545454546,0,1,medium,0,False
13,3.9,5.8,0.7,2.77,1.3,medium,10,3,1,14,Poor,Healthy,4.6,3.411764705882353,0,1,medium,0,True
14,5.8,5.1,2.6,2.06,1.5,medium,7,5,2,14,Poor,Moderate,8.4,1.4166666666666665,1,1,medium,0,True
13,7.2,4.2,2.5,2.65,1.6,low,10,9,3,22,Poor,At Risk,9.7,1.2,1,1,high,0,False
17,2.9,7.5,1.4,3.42,1.7,low,5,6,3,14,Fair,Healthy,4.3,3.125,0,1,medium,1,False
17,6.2,7.4,0.6,3.38,1.5,low,4,7,9,20,Fair,Moderate,6.8,4.625,1,1,medium,1,True
18,1.1,4.9,2.6,2.43,1.3,high,9,7,6,22,Poor,Moderate,3.7,1.3611111111111112,0,1,high,0,False
19,5.2,4.3,1.3,2.29,1.3,medium,10,8,10,28,Poor,Moderate,6.5,1.8695652173913044,1,1,high,0,True
15,5.0,7.6,1.8,2.52,1.4,high,1,4,3,8,Fair,Moderate,6.8,2.7142857142857144,0,1,low,1,False
13,2.3,8.7,1.2,3.25,1.5,high,9,9,1,19,Good,Healthy,3.5,3.9545454545454537,0,1,medium,2,False
15,5.2,5.6,1.5,3.13,0.1,low,7,9,4,20,Poor,Moderate,6.7,2.2399999999999998,1,0,medium,0,False
13,3.5,8.7,1.4,3.5,1.3,high,9,4,5,18,Good,Healthy,4.9,3.625,0,1,medium,2,False
16,3.5,4.2,1.5,3.98,0.4,medium,1,7,2,10,Poor,Healthy,5.0,1.6800000000000002,0,0,low,0,False
19,7.7,4.2,2.6,2.2,1.8,low,8,9,4,21,Poor,At Risk,10.3,1.1666666666666667,1,1,high,0,True
18,2.0,8.6,2.2,3.53,1.9,low,2,5,8,15,Good,Moderate,4.2,2.6874999999999996,0,1,medium,2,False
13,5.1,4.5,2.7,2.54,1.4,high,2,3,10,15,Poor,Moderate,7.8,1.2162162162162162,1,1,medium,0,False
16,2.0,7.9,2.4,2.81,1.9,low,10,6,6,22,Fair,Moderate,4.4,2.323529411764706,0,1,high,1,True
15,4.7,8.4,1.9,3.9,1.0,high,4,10,6,20,Good,Moderate,6.6,2.896551724137931,0,1,medium,2,True
17,6.9,6.1,2.4,3.77,1.1,medium,9,4,9,22,Fair,At Risk,9.3,1.7941176470588234,1,1,high,1,False
18,5.9,4.4,2.7,2.09,1.8,high,1,6,6,13,Poor,Moderate,8.600000000000001,1.1891891891891893,1,1,low,0,True
19,2.7,6.3,1.3,3.91,1.2,high,7,5,7,19,Fair,Healthy,4.0,2.739130434782609,0,1,medium,1,True
16,7.9,8.0,1.6,3.47,1.5,high,3,5,6,14,Good,Moderate,9.5,3.0769230769230766,1,1,medium,2,True
16,7.4,5.5,1.8,2.13,0.3,high,7,9,9,25,Poor,Moderate,9.200000000000001,1.9642857142857144,1,0,high,0,False
17,2.3,4.9,1.7,2.07,0.3,medium,3,7,7,17,Poor,Healthy,4.0,1.8148148148148149,0,0,medium,0,False
13,7.1,5.7,2.1,3.52,1.7,low,1,1,3,5,Poor,At Risk,9.2,1.8387096774193548,1,1,low,0,True
16,6.9,6.8,1.1,3.33,1.0,medium,7,9,4,20,Fair,Moderate,8.0,3.2380952380952377,1,1,medium,1,True
16,5.6,7.9,2.0,3.91,0.6,medium,7,3,10,20,Fair,Moderate,7.6,2.6333333333333333,1,0,medium,1,False
16,5.2,8.1,2.1,2.67,1.7,medium,9,10,10,29,Good,Moderate,7.300000000000001,2.6129032258064515,1,1,high,2,False
17,4.5,4.9,0.5,3.44,1.2,medium,5,3,1,9,Poor,Moderate,5.0,3.266666666666667,0,1,low,0,True
14,3.6,4.0,1.4,3.83,0.5,medium,1,5,2,8,Poor,Healthy,5.0,1.6666666666666667,0,0,low,0,True
19,7.2,5.0,2.2,2.5,0.7,high,6,9,2,17,Poor,At Risk,9.4,1.5625,1,0,medium,0,True
17,6.4,8.6,2.3,2.57,1.3,low,9,10,5,24,Good,At Risk,8.7,2.606060606060606,1,1,high,2,True
15,7.1,6.5,0.7,3.94,0.2,medium,4,7,1,12,Fair,Moderate,7.8,3.823529411764706,1,0,low,1,True
18,1.2,4.1,1.1,3.04,1.6,low,1,3,6,10,Poor,Healthy,2.3,1.952380952380952,0,1,low,0,True
19,6.6,8.8,0.9,3.84,0.3,high,10,10,6,26,Good,Moderate,7.5,4.631578947368421,1,0,high,2,True
19,6.5,6.4,1.1,3.71,1.2,low,8,9,8,25,Fair,Moderate,7.6,3.0476190476190474,1,1,high,1,False
16,2.0,4.4,0.7,2.68,0.8,medium,1,4,10,15,Poor,Healthy,2.7,2.588235294117647,0,0,medium,0,True
13,2.5,5.3,0.8,3.12,0.4,high,3,5,3,11,Poor,Healthy,3.3,2.944444444444444,0,0,low,0,True
19,2.1,8.8,2.3,2.22,1.2,high,5,5,3,13,Good,Moderate,4.4,2.666666666666667,0,1,low,2,True
16,7.1,8.8,1.8,3.99,0.8,low,6,10,8,24,Good,Moderate,8.9,3.1428571428571432,1,0,high,2,False
19,6.8,4.4,2.1,3.69,0.4,high,3,2,8,13,Poor,At Risk,8.9,1.4193548387096775,1,0,low,0,False
13,5.2,5.4,0.8,2.39,2.0,low,8,3,10,21,Poor,Moderate,6.0,3.0,1,1,high,0,True
19,7.0,4.5,2.3,3.26,1.7,high,9,10,3,22,Poor,At Risk,9.3,1.3636363636363638,1,1,high,0,True
19,6.8,8.4,2.0,2.6,1.5,low,7,2,2,11,Good,At Risk,8.8,2.8000000000000003,1,1,low,2,True
16,3.8,5.3,1.5,2.04,1.5,high,5,10,5,20,Poor,Healthy,5.3,2.12,0,1,medium,0,False
14,2.9,7.2,2.0,3.96,1.5,medium,9,10,4,23,Fair,Moderate,4.9,2.4,0,1,high,1,True
16,3.6,6.6,0.7,2.25,1.9,low,4,1,8,13,Fair,Healthy,4.3,3.8823529411764706,0,1,low,1,True
13,4.0,8.3,0.6,3.71,0.1,low,2,6,1,9,Good,Moderate,4.6,5.1875,0,0,low,2,True
17,7.5,4.7,2.1,2.55,0.1,high,3,9,1,13,Poor,At Risk,9.6,1.5161290322580645,1,0,low,0,False
16,6.0,8.7,1.5,3.76,0.1,medium,2,5,4,11,Good,Moderate,7.5,3.4799999999999995,1,0,low,2,False
16,3.6,6.1,2.8,3.8,0.1,high,2,1,7,10,Fair,Moderate,6.4,1.6052631578947367,0,0,low,1,False
19,4.7,8.2,1.2,2.83,1.2,high,5,9,9,23,Good,Moderate,5.9,3.7272727272727266,0,1,high,2,True
13,2.0,6.6,0.9,3.34,1.5,high,5,9,4,18,Fair,Healthy,2.9,3.473684210526316,0,1,medium,1,True
13,7.8,7.2,1.3,3.31,0.8,high,9,2,4,15,Fair,Moderate,9.1,3.130434782608696,1,0,medium,1,True
19,5.9,7.4,0.7,3.27,1.7,high,1,9,9,19,Fair,Moderate,6.6000000000000005,4.352941176470589,1,1,medium,1,True
19,7.7,8.4,2.8,3.43,0.2,medium,7,6,6,19,Good,At Risk,10.5,2.210526315789474,1,0,medium,2,True
13,2.2,5.4,1.2,2.33,0.8,medium,10,3,4,17,Poor,Healthy,3.4000000000000004,2.4545454545454546,0,0,medium,0,True
18,7.7,7.6,2.9,3.81,0.5,high,10,3,6,19,Fair,At Risk,10.6,1.9487179487179487,1,0,medium,1,False
18,3.2,6.0,1.5,3.36,1.5,high,9,7,10,26,Fair,Healthy,4.7,2.4,0,1,high,1,True
16,2.0,7.8,0.5,2.81,1.4,high,10,2,4,16,Fair,Healthy,2.5,5.2,0,1,medium,1,True
15,6.2,5.2,1.0,3.94,1.4,low,5,2,7,14,Poor,Moderate,7.2,2.6,1,1,medium,0,False
19,2.4,8.7,1.6,2.4,0.1,medium,2,9,7,18,Good,Healthy,4.0,3.346153846153846,0,0,medium,2,False
15,3.4,8.0,1.0,2.31,1.0,high,4,7,6,17,Good,Healthy,4.4,4.0,0,1,medium,2,True
19,6.0,4.2,0.9,2.41,0.8,medium,7,9,9,25,Poor,Moderate,6.9,2.210526315789474,1,0,high,0,True
16,5.3,5.6,2.5,2.73,1.3,medium,7,10,4,21,Poor,Moderate,7.8,1.5999999999999999,1,1,high,0,False
17,5.5,6.3,0.8,2.59,1.6,high,6,8,7,21,Fair,Moderate,6.3,3.5,1,1,high,1,False
17,3.6,6.1,2.8,2.39,0.6,low,6,8,5,19,Fair,Moderate,6.4,1.6052631578947367,0,0,medium,1,True
